instruction,input,output,source,category
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Computationally Efficient Near-Optimal Control for Current Ripple Reduction and Optimization of Three-Phase Motors via LMIs,Las aplicaciones prácticas incluyen The optimal control of three-phase permanent-magnet synchronous motors (PMSMs) is challenging due to their nonlinearity and the discrete nature of the control set. Existing approaches either rely on mixed-integer trajectory optimization or require computationally intensive value-iteration procedures...,arxiv,math.OC
"Resume el paper 'On a conjecture of Andrews and almost alternating sign patterns' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Jayashree Kalita, Debanjana Kundu, Matthias Storzer
Categorías: math.NT","In this paper, we prove a sign phenomenon first observed by Andrews for certain $q$-series from Ramanujan's Lost Notebook. For three of the series considered by Andrews, namely $v_2(q)$, $v_3(q)$, and $v_4(q)$, we show that the coefficients are alternating in sign, with only a density-zero set of exceptions. Our approach yields precise asymptotic formulas for the coefficients via an adapted circle method, inspired by the work of Folsom-Males-Rolen-Storzer on the $q$-series $v_1(q)$, revealing an interplay between exponential growth and oscillatory behaviour. This interaction produces a dominant alternating sign factor, which governs the sign regularity observed numerically by Andrews. More broadly, we establish the same sign behaviour for explicit infinite families of $q$-hypergeometric series encompassing these examples, and show that it arises systematically from oscillatory asymptotics of these $q$-series near roots of unity. We introduce an additional family whose coefficients appe",arxiv,math.NT
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: On a conjecture of Andrews and almost alternating sign patterns,"Las aplicaciones prácticas incluyen In this paper, we prove a sign phenomenon first observed by Andrews for certain $q$-series from Ramanujan's Lost Notebook. For three of the series considered by Andrews, namely $v_2(q)$, $v_3(q)$, and $v_4(q)$, we show that the coefficients are alternating in sign, with only a density-zero set of ex...",arxiv,math.NT
"Resume el paper 'Distill to Detect: Exposing Stealth Biases in LLMs through Cartridge Distillation' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Shayan Talaei, Abhinav Chinta, Devvrit Khatri
Categorías: cs.CL, cs.AI, cs.LG","Language models deployed in high-stakes roles can potentially favor certain entities, brands, or viewpoints, steering user decisions at scale. Such preferential biases can be introduced by any actor in the model's supply chain and are most dangerous when the model reveals its preference only on the relevant topic while behaving identically to its unmodified base on all other inputs. Recent work has shown that these biases can transfer through context distillation on semantically unrelated data, with the signal residing entirely in the soft logit distribution and remaining invisible to text-based inspection. However, the defender faces a fundamental asymmetry: without knowing the bias topic, no detection method can reliably surface a stealth preferential bias, regardless of whether it examines generated text, internal representations, or model weights. Here we introduce Distill to Detect (D2D), a method that surfaces hidden biases by distilling the distributional shift between a suspect",arxiv,cs.CL
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Distill to Detect: Exposing Stealth Biases in LLMs through Cartridge Distillation,"Las aplicaciones prácticas incluyen Language models deployed in high-stakes roles can potentially favor certain entities, brands, or viewpoints, steering user decisions at scale. Such preferential biases can be introduced by any actor in the model's supply chain and are most dangerous when the model reveals its preference only on the ...",arxiv,cs.CL
"Resume el paper 'Linkify: Learning from Interface-Augmented Assembly Graphs' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Anushrut Jignasu, Daniele Grandi
Categorías: cs.CV","We present Linkify, a framework for learning from interface-augmented assembly graphs to enable context-aware part retrieval in mechanical assemblies. While recent generative AI methods for CAD have focused largely on isolated parts or monolithic assemblies, the rich geometric information at the interfaces between parts, where function is realized, remains underexplored. We address this gap by recomputing high-fidelity interface geometry for the Fusion 360 Gallery Assembly dataset, correcting missing and erroneous contacts, and generating point-cloud representations of local contact regions. Using this data, we construct assembly graphs whose nodes encode part geometry and whose edges encode interface geometry via a pretrained point-cloud encoder. On top of this representation, we train a Graph Attention Network based on GATv2 to solve a masked part prediction task: given an assembly with one part held out, the model predicts the class of the missing component from a large vocabulary o",arxiv,cs.CV
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Linkify: Learning from Interface-Augmented Assembly Graphs,"Las aplicaciones prácticas incluyen We present Linkify, a framework for learning from interface-augmented assembly graphs to enable context-aware part retrieval in mechanical assemblies. While recent generative AI methods for CAD have focused largely on isolated parts or monolithic assemblies, the rich geometric information at the int...",arxiv,cs.CV
"Resume el paper 'GPU-Parallel Linearization Error Bounds for Real-Time Robust Optimal Control of Nonlinear and Neural Network Dynamics' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Jeffrey Fang, Keyi Shen, Anutam Srinivasan
Categorías: eess.SY, cs.AI, cs.LG, cs.RO, math.OC","This paper studies real-time robust optimal control for uncertain nonlinear systems, where linear time-varying (LTV) approximations make planning tractable but require sound linearization error bounds (LEBs) to guarantee robust constraint satisfaction. We develop tight, differentiable, GPU-parallel LEBs for LTV approximations of nonlinear and neural network (NN) dynamics. For analytic dynamics, we introduce path-based Hessian bounds that are tighter than standard interval methods. For NN dynamics, we derive certified LEBs using NN verifier-generated affine relaxations and local Jacobian corrections. We adapt a GPU-parallel system-level synthesis LTV-based robust control solver to be compatible with these LEBs by extending it to handle right-invertible disturbance matrices and non-zero-centered disturbance sets for tight zonotopic uncertainty propagation. Our method, GPUSLS-LEO, enables online optimization of robust feedback policies that account for linearization error, producing tight",arxiv,eess.SY
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: GPU-Parallel Linearization Error Bounds for Real-Time Robust Optimal Control of Nonlinear and Neural Network Dynamics,"Las aplicaciones prácticas incluyen This paper studies real-time robust optimal control for uncertain nonlinear systems, where linear time-varying (LTV) approximations make planning tractable but require sound linearization error bounds (LEBs) to guarantee robust constraint satisfaction. We develop tight, differentiable, GPU-parallel ...",arxiv,eess.SY
"Resume el paper 'World from Motion: Generative Dynamic Gaussian Reconstruction from Monocular Video' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Liyuan Zhu, Shengyu Huang, Amrita Mazumdar
Categorías: cs.CV, cs.AI, cs.GR","We present World from Motion, a method for generating freely renderable dynamic 3D Gaussian representations from monocular videos. Our approach conditions a video model on dense, pixel-aligned renderings that encode appearance, geometry, and 3D scene motion along both input and target camera trajectories to correct rendering artifacts and fill in missing regions from an initial reconstruction. To train this model, we construct a dataset of aligned multiview video pairs and dynamic 3DGS representations, with simulated artifacts characteristic of monocular reconstruction. At test time, we distill the model's generations, including newly observed regions and motions, back into a single consistent, high-quality dynamic 3DGS, improving both novel-view synthesis and the underlying 3D motion. Our method sets a new state of the art in 4D reconstruction and seamlessly generalizes to in-the-wild videos with large viewpoint changes and dynamic motions.",arxiv,cs.CV
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: World from Motion: Generative Dynamic Gaussian Reconstruction from Monocular Video,"Las aplicaciones prácticas incluyen We present World from Motion, a method for generating freely renderable dynamic 3D Gaussian representations from monocular videos. Our approach conditions a video model on dense, pixel-aligned renderings that encode appearance, geometry, and 3D scene motion along both input and target camera traject...",arxiv,cs.CV
"Resume el paper 'Sensorless Four-Channel Control Architecture Using Inverse Dynamics Modeling for Human-Scale Bilateral Teleoperation' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Amir Noohian, Dylan Miller, Justin Valentine
Categorías: cs.RO","The four-channel teleoperation architecture is a well-established framework for achieving transparency in bilateral systems. However, its performance in human-scale teleoperation is limited by high inertia, modeling challenges, and reliance on noisy and costly force/torque sensors. This paper introduces a sensorless four-channel architecture based on inverse dynamics modeling. The controller is implemented and validated on a customized WAM bilateral teleoperation setup. Experiments demonstrate that the proposed approach outperforms conventional two- and four-channel schemes as well as transparency-enhancement methods, improving position and force tracking, reducing operator effort, and increasing maximum transmittable impedance without external sensors. A door-opening case study involving sustained whole-body contact along the manipulator further demonstrates the effectiveness of the method in realistic human-scale manipulation tasks.",arxiv,cs.RO
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Sensorless Four-Channel Control Architecture Using Inverse Dynamics Modeling for Human-Scale Bilateral Teleoperation,"Las aplicaciones prácticas incluyen The four-channel teleoperation architecture is a well-established framework for achieving transparency in bilateral systems. However, its performance in human-scale teleoperation is limited by high inertia, modeling challenges, and reliance on noisy and costly force/torque sensors. This paper introd...",arxiv,cs.RO
"Resume el paper 'FastBridge: Closing the Model-Based Realization Gap in Safety Filters on 3D Gaussian Splatting for Fast Quadrotor Flight' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Tscholl Dario, Nakka Yashwanth Kumar, Gunter Brian
Categorías: cs.RO","Fast quadrotor flight requires safe obstacle avoidance under tight onboard compute limits. While 3D Gaussian Splatting (3DGS) provides a continuous, geometry-aware scene representation for perception-driven navigation, existing 3DGS safety filters use reduced-order models such as single- and double-integrators that ignore actuator limits and assume commanded accelerations are realized instantaneously. Building on an analytic collision cone barrier for 3DGS, we introduce a nonlinear, actuator-aware safety filter enforced through the full quadrotor dynamics. We derive a high-relative-degree collision cone exponential CBF and a backup CBF that preserves QP feasibility under input constraints using a forward-simulated backup policy. Compared with a state-of-the-art 3DGS safety filter, our approach reduces trajectory jerk by 47% and runs 2.25 times faster. We validate the method in simulation and on hardware for real-time navigation in cluttered, perception-derived environments.",arxiv,cs.RO
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: FastBridge: Closing the Model-Based Realization Gap in Safety Filters on 3D Gaussian Splatting for Fast Quadrotor Flight,"Las aplicaciones prácticas incluyen Fast quadrotor flight requires safe obstacle avoidance under tight onboard compute limits. While 3D Gaussian Splatting (3DGS) provides a continuous, geometry-aware scene representation for perception-driven navigation, existing 3DGS safety filters use reduced-order models such as single- and double-...",arxiv,cs.RO
"Resume el paper 'Quantum vs. Classical Machine Learning: A Unified Empirical Comparison' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Chuanming Yu, Jiaming Liu, Zihao Ge
Categorías: cs.LG","Quantum computing has emerged as a promising computational paradigm for machine learning (ML), with the potential to offer computational advantages over classical approaches. At this stage, the evidence supporting the performance and advantages of quantum machine learning (QML) models relative to classical models is insufficient.To address this gap, this paper presents an empirical study on the performance of QML models and their classical counterparts. We compare seven model pairs spanning supervised learning and reinforcement learning. Our results indicate that the evaluated quantum machine learning models do not yet surpass the classical baselines in overall prediction performance, policy stability, or training time. Nevertheless, QML remains a promising approach for filtering noise and controlling false positives. Our research findings summarize the challenges facing quantum machine learning across hardware environments, training efficiency, and convergence stability, providing a f",arxiv,cs.LG
¿Cuál es el enfoque de Quantum Machine Learning utilizado en este paper?,Título: Quantum vs. Classical Machine Learning: A Unified Empirical Comparison,"Este paper utiliza técnicas de Quantum Machine Learning en el contexto de cs.LG. El enfoque principal es Quantum computing has emerged as a promising computational paradigm for machine learning (ML), with the potential to offer computational advantages over classical approaches. At this stage, the evidence supporting the performance and advantages of quantum machine learning (QML) models relative to classical models is insufficient.To address this gap, this paper presents an empirical study on the performance of QML models and their classical counterparts. We compare seven model pairs spanning supe",arxiv,cs.LG
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Quantum vs. Classical Machine Learning: A Unified Empirical Comparison,"Las aplicaciones prácticas incluyen Quantum computing has emerged as a promising computational paradigm for machine learning (ML), with the potential to offer computational advantages over classical approaches. At this stage, the evidence supporting the performance and advantages of quantum machine learning (QML) models relative to cl...",arxiv,cs.LG
"Resume el paper 'Is One Layer Enough? Training A Single Transformer Layer Can Match Full-Parameter RL Training' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Zijian Zhang, Rizhen Hu, Athanasios Glentis
Categorías: cs.LG, cs.CL","Reinforcement learning (RL) has become a central component of post-training large language models (LLMs), yet little is understood about how RL adaptation is distributed across transformer layers. Existing approaches typically update all model parameters uniformly, implicitly assuming that every layer contributes similarly to the gains obtained during RL post-training. In this work, we challenge this assumption through a systematic layer-wise study of RL training. Surprisingly, we find that training a single transformer layer can recover most of the gains achieved by full-parameter RL training, and in some cases even surpass it. To quantify this phenomenon, we introduce the quantity layer contribution, which measures the fraction of full RL improvement recovered by training a layer in isolation. Across seven models spanning two model families (Qwen3, Qwen2.5), three RL algorithms (GRPO, GiGPO, Dr. GRPO), and multiple task domains including mathematical reasoning, code generation, and a",arxiv,cs.LG
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Is One Layer Enough? Training A Single Transformer Layer Can Match Full-Parameter RL Training,"Las aplicaciones prácticas incluyen Reinforcement learning (RL) has become a central component of post-training large language models (LLMs), yet little is understood about how RL adaptation is distributed across transformer layers. Existing approaches typically update all model parameters uniformly, implicitly assuming that every lay...",arxiv,cs.LG
"Resume el paper 'Brownian ratchets and pumps universally simulate many-body active dynamics' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Charles Stahl, Ethan Lake, Vedika Khemani
Categorías: cond-mat.stat-mech, quant-ph","Active systems can exhibit a broad range of phenomena forbidden in equilibrium. Their dynamics are often specified by abstract local update rules, and it is generally unclear when the same behavior can arise from physically natural driving. Here we show that two simple driving mechanisms can universally simulate any local active dynamics in spin systems. The first is the familiar setting of a time-periodic Hamiltonian coupled to a cold bath, which we call a ""many-body Brownian pump."" As a second mechanism, we promote the Brownian ratchet, traditionally a mechanism for transport, to a ""many-body Brownian ratchet"": a static Hamiltonian coupled to a hot bath and a cold bath, where the resulting steady heat current can be harnessed not only to drive transport but also to generate local active dynamics. Using probabilistic cellular automata as an explicit model, we prove that for any continuous-time (or discrete-time) local active dynamics, there is always a many-body Brownian ratchet (or p",arxiv,cond-mat.stat-mech
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Brownian ratchets and pumps universally simulate many-body active dynamics,"Las aplicaciones prácticas incluyen Active systems can exhibit a broad range of phenomena forbidden in equilibrium. Their dynamics are often specified by abstract local update rules, and it is generally unclear when the same behavior can arise from physically natural driving. Here we show that two simple driving mechanisms can univers...",arxiv,cond-mat.stat-mech
"Resume el paper 'Polynomial equivalence of the global transverse-field Ising model and the gate model of quantum computation' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Matthias Werner
Categorías: quant-ph, cond-mat.quant-gas","The transverse-field Ising model has attracted a lot of attention in recent years, especially in the quantum simulation and quantum computation literature. This interest is driven by many platforms for analog quantum computation, which implement the transverse-field Ising model for solving optimization problems, such as quantum annealing. However, it has remained an open question whether the Ising model with a global transverse field is equivalent to the gate model of quantum computation. Here we answer this question affirmatively for the case of a non-monotonic time-dependent transverse field. Building on a recent result by Cesa and Pichler on global control of Rydberg atoms, we provide a construction that allows simulating arbitrary quantum circuits using the Ising model with global transverse field with polynomial overhead in time, qubit number, and energy scale. Although the polynomial overheads we establish here are large relative to what is feasible on real-world quantum hardware",arxiv,quant-ph
¿Cuál es el enfoque de Quantum Machine Learning utilizado en este paper?,Título: Polynomial equivalence of the global transverse-field Ising model and the gate model of quantum computation,"Este paper utiliza técnicas de Quantum Machine Learning en el contexto de quant-ph. El enfoque principal es The transverse-field Ising model has attracted a lot of attention in recent years, especially in the quantum simulation and quantum computation literature. This interest is driven by many platforms for analog quantum computation, which implement the transverse-field Ising model for solving optimization problems, such as quantum annealing. However, it has remained an open question whether the Ising model with a global transverse field is equivalent to the gate model of quantum computation. Here w",arxiv,quant-ph
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Polynomial equivalence of the global transverse-field Ising model and the gate model of quantum computation,"Las aplicaciones prácticas incluyen The transverse-field Ising model has attracted a lot of attention in recent years, especially in the quantum simulation and quantum computation literature. This interest is driven by many platforms for analog quantum computation, which implement the transverse-field Ising model for solving optimizat...",arxiv,quant-ph
"Resume el paper 'Language-Critique Imitation Learning from Suboptimal Demonstrations' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Chih-Han Yang, Dai-Jie Wu, Yun-Ping Huang
Categorías: cs.LG, cs.AI","Prior work on imitation learning from suboptimal demonstrations typically relies on compressed supervision signals such as confidence estimates, discriminator scores, or importance weights. These scalar signals are inherently limited, as they cannot explicitly express intermediate reasoning about task progress, failure modes, or corrective actions. We propose a language-critique framework for imitation learning from suboptimal demonstrations that instead leverages natural language as a structured supervision signal, avoiding the collapse of expressive feedback into scalars. Our method first constructs language labels from demonstrations that explicitly describe current progress, identify suboptimal behaviors, and provide fine-grained corrective guidance. We then introduce a language-critique loss that directly trains policies using these structured signals without reducing them to scalars, and instantiate it for both behavior cloning and diffusion policies, yielding LC-BC and LC-DP. We",arxiv,cs.LG
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Language-Critique Imitation Learning from Suboptimal Demonstrations,"Las aplicaciones prácticas incluyen Prior work on imitation learning from suboptimal demonstrations typically relies on compressed supervision signals such as confidence estimates, discriminator scores, or importance weights. These scalar signals are inherently limited, as they cannot explicitly express intermediate reasoning about ta...",arxiv,cs.LG
"Resume el paper 'AutoMem: Automated Learning of Memory as a Cognitive Skill' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Shengguang Wu, Hao Zhu, Yuhui Zhang
Categorías: cs.AI, cs.CL, cs.MA","Memory expertise is a learned skill: knowing what to encode, when to retrieve, and how to organize knowledge--a capacity known in cognitive science as metamemory. We bring this perspective to LLMs by treating memory management as a trainable skill. We promote file-system operations to first-class memory actions alongside task actions, letting the model itself decide how to manage its memory. This memory skill improves along two axes: the structure that supports it (prompts, file schemas, action vocabulary), and the proficiency of the model exercising it. Both axes resist manual optimization: episodes in long-horizon tasks run for thousands of steps, and a single memory mistake can hide long before it surfaces, making human review of full trajectories impractical. We introduce AutoMem, a framework that automates both axes. In the first loop, a strong LLM reviews complete agent trajectories and iteratively revises the memory structure that shapes how the agent interacts with its memory f",arxiv,cs.AI
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: AutoMem: Automated Learning of Memory as a Cognitive Skill,"Las aplicaciones prácticas incluyen Memory expertise is a learned skill: knowing what to encode, when to retrieve, and how to organize knowledge--a capacity known in cognitive science as metamemory. We bring this perspective to LLMs by treating memory management as a trainable skill. We promote file-system operations to first-class me...",arxiv,cs.AI
"Resume el paper 'Theoria: Rewrite-Acceptability Verification over Informal Reasoning States' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Ben Slivinski, Michael Saldivar
Categorías: cs.AI, cs.CL, cs.LG, cs.LO, cs.SE","When should an AI system's answer be trusted? Formal proof assistants offer certainty but cannot reach most of the problem distribution; scalar LLM judges offer coverage but produce opaque scores that cannot be audited after the fact and are subject to the same coherence issues as any LLM. We present Theoria, a verification architecture that closes this gap. A candidate solution is rewritten into a sequence of typed state transitions, each licensed by an explicit justification, whether that be a citation, computation, or problem-given fact, and every transition is independently auditable. The foundational invariant is completeness of change: every difference between consecutive proof states must be accounted for, so hidden premises surface as unlicensed mutations rather than passing silently. On HLE-Verified Gold (185 text-only expert problems), Theoria certifies 105 at 91.4% strict precision (Wilson 95% CI [84.5%, 95.4%]). Every certification produces a human readable proof trace in w",arxiv,cs.AI
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Theoria: Rewrite-Acceptability Verification over Informal Reasoning States,Las aplicaciones prácticas incluyen When should an AI system's answer be trusted? Formal proof assistants offer certainty but cannot reach most of the problem distribution; scalar LLM judges offer coverage but produce opaque scores that cannot be audited after the fact and are subject to the same coherence issues as any LLM. We presen...,arxiv,cs.AI
"Resume el paper 'Type IIB Axion--Dilaton Wormholes and the BPS Limit Hessian' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Soo-Jong Rey
Categorías: hep-th, gr-qc, quant-ph","I revisit Type-IIB axion--dilaton Euclidean saddles in a specified axion charge sector. In that sector, the solution with $E=0$ is the BPS instanton, while $E>0$ gives non-BPS wormholes with a smooth throat. The two cases solve the same radial equations but define different fluctuation problems. For the $E=0$ instanton, the Hamiltonian constraint, gauge quotient, charge-sector boundary condition, and removal of collective zero modes reduce the quadratic action to a physical Hessian. This Hessian factorizes, $ {\cal H}_ν={\mathcal Q}_ν^\dagger{\mathcal Q}_ν$. I interpret this as an endpoint theorem, beyond a stability theorem for the full $E>0$ wormhole. This puts Type IIB wormhole spectra on firmer grounds. I also separate the connected two-ended wormhole throat from its long-distance two-end multipole operator term. Once the coefficient matrix $C^{ij}$ is derived, the different-component and same-component placements of the two end insertions are terms in the same quadratic expression",arxiv,hep-th
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Type IIB Axion--Dilaton Wormholes and the BPS Limit Hessian,"Las aplicaciones prácticas incluyen I revisit Type-IIB axion--dilaton Euclidean saddles in a specified axion charge sector. In that sector, the solution with $E=0$ is the BPS instanton, while $E>0$ gives non-BPS wormholes with a smooth throat. The two cases solve the same radial equations but define different fluctuation problems. For...",arxiv,hep-th
"Resume el paper 'The State-Prediction Separation Hypothesis' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Giovanni Monea, Nathan Godey, Kianté Brantley
Categorías: cs.CL, cs.AI, cs.LG","Transformers use the same forward computation stream to both predict the next token and store useful state for future token predictions. We formulate the \emph{state-prediction separation hypothesis}: disentangling the two roles yields better language modeling performance. We design a Transformer variant that uses two computation streams to separate the two functions, and conduct pretraining experiments across various scales. Our experiments show that state-prediction separation consistently offers better data and compute efficiencies, improving validation loss and outperforming standard Transformers by 2--3 percentage points on average on downstream tasks. We also conduct extensive empirical analysis that rules out potential confounders and demonstrates the fundamental difference in the gradients our design entails.",arxiv,cs.CL
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: The State-Prediction Separation Hypothesis,Las aplicaciones prácticas incluyen Transformers use the same forward computation stream to both predict the next token and store useful state for future token predictions. We formulate the \emph{state-prediction separation hypothesis}: disentangling the two roles yields better language modeling performance. We design a Transformer va...,arxiv,cs.CL
"Resume el paper 'Diverse efficiency of observable optimization for four-level quantum systems with higher-order traps' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Alexander Pechen, Boris Volkov
Categorías: quant-ph","In this work, we perform an analytical and numerical analysis of quantum landscapes for controlling special four-level quantum systems for which we prove that the null control is a five-order trap: a $V-V$ system and an anharmonic system. As a control goal, an observable optimization is considered. The rigorous theoretical analysis is followed by the numerical experiments based on the GRadient Ascent Pulse Engineering (GRAPE) algorithm and Gradient Projection Method (GPM), performed to investigate the behavior of the efficiency of optimization for unconstrained (using GRAPE) and constrained (using GPM) controls. As the main result, we observe an interesting phenomenon with a diverse behavior of the optimization efficiency depending on the system Hamiltonian -- sharp increase of the optimization efficiency up to 100% at certain distance from the null control for a V-V system, while much slower and less significant increase (and even small decrease) for a system with the chain interactio",arxiv,quant-ph
¿Cuál es el enfoque de Quantum Machine Learning utilizado en este paper?,Título: Diverse efficiency of observable optimization for four-level quantum systems with higher-order traps,"Este paper utiliza técnicas de Quantum Machine Learning en el contexto de quant-ph. El enfoque principal es In this work, we perform an analytical and numerical analysis of quantum landscapes for controlling special four-level quantum systems for which we prove that the null control is a five-order trap: a $V-V$ system and an anharmonic system. As a control goal, an observable optimization is considered. The rigorous theoretical analysis is followed by the numerical experiments based on the GRadient Ascent Pulse Engineering (GRAPE) algorithm and Gradient Projection Method (GPM), performed to investiga",arxiv,quant-ph
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Diverse efficiency of observable optimization for four-level quantum systems with higher-order traps,"Las aplicaciones prácticas incluyen In this work, we perform an analytical and numerical analysis of quantum landscapes for controlling special four-level quantum systems for which we prove that the null control is a five-order trap: a $V-V$ system and an anharmonic system. As a control goal, an observable optimization is considered. ...",arxiv,quant-ph
"Resume el paper 'Query Complexity of Hypergraph Connectivity and Learnability using CUT Oracles' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Deeparnab Chakrabarty, Hang Liao
Categorías: cs.DS, cs.DM","We investigate the power of CUT queries to reveal the structure of unknown hypergraphs. While simple graphs allow for optimal $O(n)$-query connectivity algorithms, hypergraphs face a fundamental identifiability barrier in that distinct hypergraphs can share identical cut-profiles, making exact edge learning impossible in general, a primitive crucial in the graph connectivity algorithms.
  We first present a zero-error randomized algorithm that identifies the connected components of any weighted hypergraph using $O(n)$ expected queries, matching the $Ω(n)$ lower bound. This approach bypasses the reconstruction barrier by introducing the notion of ``independent families'' -- vertex subpartitions that do not share hyperedges -- and iteratively coarsening them using auxiliary weighted graph connectivity techniques [Liao-Chakrabarty, 2024].
  Second, we demonstrate that the impossibility of exact learning depends on hyperedge parity. For even-parity hypergraphs, we show that the structure i",arxiv,cs.DS
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Query Complexity of Hypergraph Connectivity and Learnability using CUT Oracles,"Las aplicaciones prácticas incluyen We investigate the power of CUT queries to reveal the structure of unknown hypergraphs. While simple graphs allow for optimal $O(n)$-query connectivity algorithms, hypergraphs face a fundamental identifiability barrier in that distinct hypergraphs can share identical cut-profiles, making exact edge ...",arxiv,cs.DS
"Resume el paper 'FurnitureVLA: Learning Long-Horizon Bimanual Furniture Assembly with Vision-Language-Action Model' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Chenyang Ma, Yue Yang, Radu Corcodel
Categorías: cs.RO, cs.AI","Current work on robot furniture assembly mostly focuses on toy-scale settings or single-arm manipulation. We introduce FurnitureVLA, the first systematic study of real-scale bimanual furniture assembly using Vision-Language-Action models (VLAs). We formalize the task, develop a scalable simulation pipeline for expert data generation and evaluation, and build a VR teleoperation system for single-operator bimanual control to collect high-quality real-world demonstrations. To address extreme long-horizon assembly with up to 7 subtasks and 1550 control steps, we propose a progress-enhanced VLA, finetuned on semantically grounded subtasks, that jointly predicts actions and a continuous progress signal, enabling automatic subtask transitions and reducing compounding errors during inference. We further study perception and control design factors that critically affect precision in real-scale assembly. FurnitureVLA improves average simulation success from 48% to 80% compared to baselines acros",arxiv,cs.RO
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: FurnitureVLA: Learning Long-Horizon Bimanual Furniture Assembly with Vision-Language-Action Model,"Las aplicaciones prácticas incluyen Current work on robot furniture assembly mostly focuses on toy-scale settings or single-arm manipulation. We introduce FurnitureVLA, the first systematic study of real-scale bimanual furniture assembly using Vision-Language-Action models (VLAs). We formalize the task, develop a scalable simulation p...",arxiv,cs.RO
"Resume el paper 'Distill to Detect: Exposing Stealth Biases in LLMs through Cartridge Distillation' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Shayan Talaei, Abhinav Chinta, Devvrit Khatri
Categorías: cs.CL, cs.AI, cs.LG","Language models deployed in high-stakes roles can potentially favor certain entities, brands, or viewpoints, steering user decisions at scale. Such preferential biases can be introduced by any actor in the model's supply chain and are most dangerous when the model reveals its preference only on the relevant topic while behaving identically to its unmodified base on all other inputs. Recent work has shown that these biases can transfer through context distillation on semantically unrelated data, with the signal residing entirely in the soft logit distribution and remaining invisible to text-based inspection. However, the defender faces a fundamental asymmetry: without knowing the bias topic, no detection method can reliably surface a stealth preferential bias, regardless of whether it examines generated text, internal representations, or model weights. Here we introduce Distill to Detect (D2D), a method that surfaces hidden biases by distilling the distributional shift between a suspect",arxiv,cs.CL
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Distill to Detect: Exposing Stealth Biases in LLMs through Cartridge Distillation,"Las aplicaciones prácticas incluyen Language models deployed in high-stakes roles can potentially favor certain entities, brands, or viewpoints, steering user decisions at scale. Such preferential biases can be introduced by any actor in the model's supply chain and are most dangerous when the model reveals its preference only on the ...",arxiv,cs.CL
